"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr1",85598282,85598579,298,"*","ZF27_neurog2_peak_91",27,".",4.95081,6.54091,2.73004,107,"Promoter (<=1kb)",1,85576903,85598749,21847,2,"109032","ENSMUST00000131950.7",170,"ENSMUSG00000070034","Sp110","Sp110 nuclear body protein"
"chr1",85600114,85600749,636,"*","ZF27_neurog2_peak_92",50,".",6.36532,9.16908,5.09929,253,"Promoter (<=1kb)",1,85600378,85610782,10405,1,"434484","ENSMUST00000113385.2",0,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",85604479,85605663,1185,"*","ZF27_neurog2_peak_93",63,".",7.07258,10.5539,6.39365,961,"Intron (ENSMUST00000113385.2/434484, intron 2 of 3)",1,85600703,85645037,44335,1,"434484","ENSMUST00000080204.10",3776,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",85607017,85607353,337,"*","ZF27_neurog2_peak_94",27,".",4.95081,6.54091,2.73004,85,"Intron (ENSMUST00000113385.2/434484, intron 2 of 3)",1,85610833,85630539,19707,1,"434484","ENSMUST00000162925.1",-3480,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",85608741,85609418,678,"*","ZF27_neurog2_peak_95",77,".",7.77984,11.9797,7.74668,135,"Promoter (1-2kb)",1,85610833,85630539,19707,1,"434484","ENSMUST00000162925.1",-1415,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",85611204,85611477,274,"*","ZF27_neurog2_peak_96",16,".",4.24355,5.30939,1.68841,29,"Promoter (<=1kb)",1,85610833,85630539,19707,1,"434484","ENSMUST00000162925.1",371,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",85617480,85617925,446,"*","ZF27_neurog2_peak_97",38,".",5.65807,7.82968,3.87359,380,"Intron (ENSMUST00000080204.10/434484, intron 5 of 16)",1,85610833,85630539,19707,1,"434484","ENSMUST00000162925.1",6647,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",85620739,85621324,586,"*","ZF27_neurog2_peak_98",63,".",7.07258,10.5539,6.39365,421,"Intron (ENSMUST00000080204.10/434484, intron 6 of 16)",1,85610833,85630539,19707,1,"434484","ENSMUST00000162925.1",9906,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",85621594,85622385,792,"*","ZF27_neurog2_peak_99",63,".",7.07258,10.5539,6.39365,113,"Exon (ENSMUST00000080204.10/434484, exon 7 of 17)",1,85632478,85644942,12465,1,"434484","ENSMUST00000161497.1",-10093,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",85623109,85623382,274,"*","ZF27_neurog2_peak_100",27,".",4.95081,6.54091,2.73004,78,"Intron (ENSMUST00000080204.10/434484, intron 7 of 16)",1,85632478,85644942,12465,1,"434484","ENSMUST00000161497.1",-9096,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",85625282,85625856,575,"*","ZF27_neurog2_peak_101",63,".",7.07258,10.5539,6.39365,347,"Intron (ENSMUST00000080204.10/434484, intron 7 of 16)",1,85632478,85644942,12465,1,"434484","ENSMUST00000161497.1",-6622,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",85626583,85627019,437,"*","ZF27_neurog2_peak_102",50,".",6.36532,9.16908,5.09929,67,"Intron (ENSMUST00000080204.10/434484, intron 8 of 16)",1,85632478,85644942,12465,1,"434484","ENSMUST00000161497.1",-5459,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",86885161,86885568,408,"*","ZF27_neurog2_peak_103",63,".",7.07258,10.5539,6.39365,191,"Intron (ENSMUST00000168237.7/208718, intron 10 of 21)",1,86703843,87050092,346250,1,"208718","ENSMUST00000065694.7",181318,"ENSMUSG00000053333","Dis3l2","DIS3 like 3'-5' exoribonuclease 2"
"chr1",88331164,88331672,509,"*","ZF27_neurog2_peak_104",38,".",5.65807,7.82968,3.87359,417,"Intron (ENSMUST00000113114.9/171382, intron 10 of 28)",1,88318913,88388851,69939,1,"171382","ENSMUST00000171176.2",12251,"ENSMUSG00000036251","Trpm8","transient receptor potential cation channel, subfamily M, member 8"
"chr1",90446179,90446554,376,"*","ZF27_neurog2_peak_105",50,".",6.36532,9.16908,5.09929,91,"Distal Intergenic",1,90602981,90613341,10361,1,"108679","ENSMUST00000036153.11",-156427,"ENSMUSG00000034432","Cops8","COP9 signalosome subunit 8"
"chr1",90775541,90776014,474,"*","ZF27_neurog2_peak_106",50,".",6.36532,9.16908,5.09929,350,"Promoter (2-3kb)",1,90767389,90773215,5827,2,"12835","ENSMUST00000150769.1",-2326,"ENSMUSG00000048126","Col6a3","collagen, type VI, alpha 3"
"chr1",91413409,91414473,1065,"*","ZF27_neurog2_peak_107",106,".",9.19436,14.9412,10.6014,229,"Promoter (<=1kb)",1,91412348,91414038,1691,2,"55927","ENSMUST00000150520.1",0,"ENSMUSG00000067071","Hes6","hairy and enhancer of split 6"
"chr1",97192570,97192907,338,"*","ZF27_neurog2_peak_108",16,".",4.24355,5.30939,1.68841,166,"Intron (ENSMUST00000187797.1/ENSMUST00000187797.1, intron 3 of 12)",1,97059514,97128301,68788,2,"74441","ENSMUST00000189547.1",-64269,"ENSMUSG00000026331","Slco6c1","solute carrier organic anion transporter family, member 6c1"
"chr1",101603951,101604297,347,"*","ZF27_neurog2_peak_109",38,".",5.65807,7.82968,3.87359,112,"Distal Intergenic",1,101155809,101175202,19394,1,"100504525","ENSMUST00000187932.1",448142,"ENSMUSG00000100684","Gm20268","predicted gene, 20268"
"chr1",111630767,111631038,272,"*","ZF27_neurog2_peak_110",50,".",6.36532,9.16908,5.09929,61,"Distal Intergenic",1,111858702,111864768,6067,2,"319901","ENSMUST00000186365.1",233730,"ENSMUSG00000038702","Dsel","dermatan sulfate epimerase-like"
"chr1",115482153,115482473,321,"*","ZF27_neurog2_peak_111",38,".",5.65807,7.82968,3.87359,152,"Distal Intergenic",1,115684756,116587323,902568,1,"636808","ENSMUST00000043725.8",-202283,"ENSMUSG00000070695","Cntnap5a","contactin associated protein-like 5A"
"chr1",119423952,119424680,729,"*","ZF27_neurog2_peak_112",106,".",9.19436,14.9412,10.6014,542,"Promoter (1-2kb)",1,119415465,119422248,6784,2,"16324","ENSMUST00000038765.5",-1704,"ENSMUSG00000037035","Inhbb","inhibin beta-B"
"chr1",126001544,126001875,332,"*","ZF27_neurog2_peak_113",27,".",4.95081,6.54091,2.73004,255,"Intron (ENSMUST00000161954.7/210356, intron 12 of 14)",1,125914960,126023103,108144,2,"210356","ENSMUST00000094610.4",21228,"ENSMUSG00000049690","Nckap5","NCK-associated protein 5"
"chr1",126149924,126150172,249,"*","ZF27_neurog2_peak_114",16,".",4.24355,5.30939,1.68841,124,"Intron (ENSMUST00000161954.7/210356, intron 5 of 14)",1,126027877,126035125,7249,2,"210356","ENSMUST00000159934.1",-114799,"ENSMUSG00000049690","Nckap5","NCK-associated protein 5"
"chr1",127531168,127531590,423,"*","ZF27_neurog2_peak_115",27,".",4.95081,6.54091,2.73004,227,"Intron (ENSMUST00000027585.13/72160, intron 4 of 8)",1,127491545,127537430,45886,2,"72160","ENSMUST00000162406.1",5840,"ENSMUSG00000026347","Tmem163","transmembrane protein 163"
"chr1",131225824,131226715,892,"*","ZF27_neurog2_peak_116",77,".",7.77984,11.9797,7.74668,386,"Intron (ENSMUST00000027688.14/54354, intron 1 of 5)",1,131178525,131233575,55051,2,"54354","ENSMUST00000212202.1",6860,"ENSMUSG00000026430","Rassf5","Ras association (RalGDS/AF-6) domain family member 5"
"chr1",132322298,132322646,349,"*","ZF27_neurog2_peak_117",27,".",4.95081,6.54091,2.73004,144,"Intron (ENSMUST00000072177.13/74137, intron 1 of 7)",1,132327596,132330450,2855,1,"74137","ENSMUST00000133246.1",-4950,"ENSMUSG00000009772","Nuak2","NUAK family, SNF1-like kinase, 2"
"chr1",132709402,132709661,260,"*","ZF27_neurog2_peak_118",77,".",7.77984,11.9797,7.74668,79,"Promoter (1-2kb)",1,132570044,132707406,137363,2,"269116","ENSMUST00000187861.6",-1996,"ENSMUSG00000026442","Nfasc","neurofascin"
"chr1",133594711,133595483,773,"*","ZF27_neurog2_peak_119",106,".",9.19436,14.9412,10.6014,207,"Distal Intergenic",1,133606523,133609925,3403,2,"20643","ENSMUST00000171264.1",14442,"ENSMUSG00000090553","Snrpe","small nuclear ribonucleoprotein E"
"chr1",134061014,134061662,649,"*","ZF27_neurog2_peak_120",77,".",7.77984,11.9797,7.74668,43,"Distal Intergenic",1,134075170,134079120,3951,2,"12227","ENSMUST00000020692.6",17458,"ENSMUSG00000020423","Btg2","BTG anti-proliferation factor 2"
"chr1",134062766,134064022,1257,"*","ZF27_neurog2_peak_121",285,".",16.9742,33.1595,28.5569,277,"Distal Intergenic",1,134075170,134079120,3951,2,"12227","ENSMUST00000020692.6",15098,"ENSMUSG00000020423","Btg2","BTG anti-proliferation factor 2"
"chr1",134070961,134071905,945,"*","ZF27_neurog2_peak_122",120,".",9.90162,16.4713,12.0919,397,"Distal Intergenic",1,134075170,134079120,3951,2,"12227","ENSMUST00000020692.6",7215,"ENSMUSG00000020423","Btg2","BTG anti-proliferation factor 2"
"chr1",134245236,134245504,269,"*","ZF27_neurog2_peak_123",120,".",9.90162,16.4713,12.0919,64,"Distal Intergenic",1,134199225,134235431,36207,2,"11539","ENSMUST00000086465.5",-9805,"ENSMUSG00000042429","Adora1","adenosine A1 receptor"
"chr1",134713610,134713859,250,"*","ZF27_neurog2_peak_124",63,".",7.07258,10.5539,6.39365,157,"Intron (ENSMUST00000187725.6/20980, intron 1 of 2)",1,134709300,134753149,43850,1,"20980","ENSMUST00000121990.1",4310,"ENSMUSG00000026452","Syt2","synaptotagmin II"
"chr1",136007421,136007995,575,"*","ZF27_neurog2_peak_125",91,".",8.4871,13.4432,9.14962,230,"Promoter (<=1kb)",1,136008150,136034267,26118,1,"66241","ENSMUST00000165125.7",-155,"ENSMUSG00000026411","Tmem9","transmembrane protein 9"
"chr1",144066210,144066484,275,"*","ZF27_neurog2_peak_126",27,".",4.95081,6.54091,2.73004,28,"Distal Intergenic",1,143999338,144004161,4824,2,"19735","ENSMUST00000127206.7",-62049,"ENSMUSG00000026360","Rgs2","regulator of G-protein signaling 2"
"chr1",144966352,144966658,307,"*","ZF27_neurog2_peak_127",27,".",4.95081,6.54091,2.73004,156,"Distal Intergenic",1,144752683,144775435,22753,2,"64214","ENSMUST00000027603.3",-190917,"ENSMUSG00000026357","Rgs18","regulator of G-protein signaling 18"
"chr1",151396425,151396704,280,"*","ZF27_neurog2_peak_128",27,".",4.95081,6.54091,2.73004,136,"Intron (ENSMUST00000064771.11/66875, intron 12 of 19)",1,151391436,151403027,11592,2,"66875","ENSMUST00000141977.2",6323,"ENSMUSG00000052748","Swt1","SWT1 RNA endoribonuclease homolog (S. cerevisiae)"
"chr1",153703806,153705009,1204,"*","ZF27_neurog2_peak_129",91,".",8.4871,13.4432,9.14962,221,"Distal Intergenic",1,153721240,153737829,16590,2,"329271","ENSMUST00000190663.1",32820,"ENSMUSG00000100334","C230024C17Rik","RIKEN cDNA C230024C17 gene"
"chr1",155605627,155605878,252,"*","ZF27_neurog2_peak_130",50,".",6.36532,9.16908,5.09929,185,"Intron (ENSMUST00000035560.8/72482, intron 4 of 7)",1,155567248,155572259,5012,1,"72482","ENSMUST00000159339.1",38379,"ENSMUSG00000033701","Acbd6","acyl-Coenzyme A binding domain containing 6"
"chr1",155777205,155777753,549,"*","ZF27_neurog2_peak_131",27,".",4.95081,6.54091,2.73004,72,"Exon (ENSMUST00000195419.1/ENSMUST00000195419.1, exon 1 of 1)",1,155779919,155781996,2078,2,"104009","ENSMUST00000130701.1",4243,"ENSMUSG00000033684","Qsox1","quiescin Q6 sulfhydryl oxidase 1"
"chr1",155789982,155790563,582,"*","ZF27_neurog2_peak_132",50,".",6.36532,9.16908,5.09929,454,"Intron (ENSMUST00000035325.14/104009, intron 6 of 11)",1,155794343,155795417,1075,2,"104009","ENSMUST00000132495.1",4854,"ENSMUSG00000033684","Qsox1","quiescin Q6 sulfhydryl oxidase 1"
"chr1",155810353,155810701,349,"*","ZF27_neurog2_peak_133",38,".",5.65807,7.82968,3.87359,218,"Promoter (2-3kb)",1,155794169,155812820,18652,2,"104009","ENSMUST00000151368.1",2119,"ENSMUSG00000033684","Qsox1","quiescin Q6 sulfhydryl oxidase 1"
"chr1",161759863,161760171,309,"*","ZF27_neurog2_peak_134",106,".",9.19436,14.9412,10.6014,71,"Distal Intergenic",1,161780689,161788495,7807,2,"14103","ENSMUST00000000834.3",28324,"ENSMUSG00000000817","Fasl","Fas ligand"
"chr1",165863750,165864063,314,"*","ZF27_neurog2_peak_135",38,".",5.65807,7.82968,3.87359,129,"Promoter (<=1kb)",1,165864655,165877277,12623,1,"12503","ENSMUST00000162411.2",-592,"ENSMUSG00000005763","Cd247","CD247 antigen"
"chr1",166038363,166038637,275,"*","ZF27_neurog2_peak_136",27,".",4.95081,6.54091,2.73004,138,"Distal Intergenic",1,165865154,166002678,137525,2,"18986","ENSMUST00000160260.8",-35685,"ENSMUSG00000026565","Pou2f1","POU domain, class 2, transcription factor 1"
"chr1",170655460,170656145,686,"*","ZF27_neurog2_peak_137",63,".",7.07258,10.5539,6.39365,561,"Intron (ENSMUST00000046792.8/320078, intron 3 of 7)",1,170644532,170682789,38258,1,"320078","ENSMUST00000046792.8",10928,"ENSMUSG00000038463","Olfml2b","olfactomedin-like 2B"
"chr1",173546874,173547185,312,"*","ZF27_neurog2_peak_138",27,".",4.95081,6.54091,2.73004,236,"Distal Intergenic",1,173521311,173535957,14647,2,"545384","ENSMUST00000090406.5",-10917,"ENSMUSG00000070501","Ifi214","interferon activated gene 214"
"chr1",176994977,176995308,332,"*","ZF27_neurog2_peak_139",27,".",4.95081,6.54091,2.73004,94,"Promoter (2-3kb)",1,176998009,177020437,22429,1,"76816","ENSMUST00000139589.1",-2701,"ENSMUSG00000026504","Sdccag8","serologically defined colon cancer antigen 8"
"chr1",177444819,177445568,750,"*","ZF27_neurog2_peak_140",63,".",7.07258,10.5539,6.39365,637,"Promoter (<=1kb)",1,177444938,177450760,5823,1,"30928","ENSMUST00000195612.1",0,"ENSMUSG00000063659","Zbtb18","zinc finger and BTB domain containing 18"
"chr1",181552732,181553108,377,"*","ZF27_neurog2_peak_141",50,".",6.36532,9.16908,5.09929,119,"Distal Intergenic",1,181509633,181511451,1819,2,"403180","ENSMUST00000058825.4",-41281,"ENSMUSG00000050625","Ccdc121rt1","coiled-coil domain containing 121, retrogene 1"
"chr1",181743120,181743728,609,"*","ZF27_neurog2_peak_142",106,".",9.19436,14.9412,10.6014,138,"Intron (ENSMUST00000208001.1/ENSMUST00000208001.1, intron 56 of 83)",1,181815356,181820542,5187,2,"98386","ENSMUST00000192075.1",76814,"ENSMUSG00000004880","Lbr","lamin B receptor"
"chr1",183299136,183299564,429,"*","ZF27_neurog2_peak_143",167,".",12.0234,21.2333,16.7627,268,"Promoter (1-2kb)",1,183297570,183318834,21265,1,"108909","ENSMUST00000193959.5",1566,"ENSMUSG00000042901","Aida","axin interactor, dorsalization associated"
"chr1",190872181,190872765,585,"*","ZF27_neurog2_peak_144",268,".",16.2669,31.3958,26.8079,289,"Intron (ENSMUST00000159624.7/320119, intron 5 of 12)",1,190871930,190899717,27788,2,"320119","ENSMUST00000162692.1",26952,"ENSMUSG00000089872","Rps6kc1","ribosomal protein S6 kinase polypeptide 1"
"chr1",191397308,191397573,266,"*","ZF27_neurog2_peak_145",27,".",4.95081,6.54091,2.73004,29,"Promoter (<=1kb)",1,191351975,191397041,45067,2,"226849","ENSMUST00000067976.8",-267,"ENSMUSG00000026626","Ppp2r5a","protein phosphatase 2, regulatory subunit B', alpha"
"chr1",191897025,191897378,354,"*","ZF27_neurog2_peak_146",38,".",5.65807,7.82968,3.87359,93,"Promoter (1-2kb)",1,191890233,191899256,9024,2,"98736","ENSMUST00000140401.1",1878,"ENSMUSG00000055833","1700034H15Rik","RIKEN cDNA 1700034H15 gene"
"chr1",191958840,191959099,260,"*","ZF27_neurog2_peak_147",16,".",4.24355,5.30939,1.68841,130,"Distal Intergenic",1,191977370,191988283,10914,1,"74023","ENSMUST00000180463.2",-18271,"ENSMUSG00000049353","Rd3","retinal degeneration 3"
"chr1",193433615,193434457,843,"*","ZF27_neurog2_peak_148",77,".",7.77984,11.9797,7.74668,529,"Distal Intergenic",1,193346346,193370298,23953,2,"215303","ENSMUST00000016323.10",-63317,"ENSMUSG00000016179","Camk1g","calcium/calmodulin-dependent protein kinase I gamma"
"chr10",3109435,3110419,985,"*","ZF27_neurog2_peak_149",567,".",27.5831,61.4255,56.7155,622,"Distal Intergenic",10,3119841,3129546,9706,1,"215728","ENSMUST00000095874.2",-9422,"ENSMUSG00000071434","Ulbp3","UL16 binding protein 3"
"chr10",3111270,3115690,4421,"*","ZF27_neurog2_peak_150",938,".",40.3137,98.6207,93.8625,2483,"Distal Intergenic",10,3119841,3129546,9706,1,"215728","ENSMUST00000095874.2",-4151,"ENSMUSG00000071434","Ulbp3","UL16 binding protein 3"
"chr10",3115995,3117158,1164,"*","ZF27_neurog2_peak_151",895,".",38.8992,94.3504,89.594,777,"Promoter (2-3kb)",10,3119841,3129546,9706,1,"215728","ENSMUST00000095874.2",-2683,"ENSMUSG00000071434","Ulbp3","UL16 binding protein 3"
"chr10",7831379,7831775,397,"*","ZF27_neurog2_peak_152",16,".",4.24355,5.30939,1.68841,198,"Promoter (<=1kb)",10,7832470,7870396,37927,1,"237256","ENSMUST00000039484.5",-695,"ENSMUSG00000039981","Zc3h12d","zinc finger CCCH type containing 12D"
"chr10",8135345,8135746,402,"*","ZF27_neurog2_peak_153",16,".",4.24355,5.30939,1.68841,201,"Distal Intergenic",10,8204756,8302242,97487,2,"338362","ENSMUST00000219116.1",166496,"ENSMUSG00000047712","Ust","uronyl-2-sulfotransferase"
"chr10",14485448,14485963,516,"*","ZF27_neurog2_peak_154",38,".",5.65807,7.82968,3.87359,490,"Intron (ENSMUST00000041168.5/215798, intron 2 of 24)",10,14530916,14544995,14080,2,"215798","ENSMUST00000207953.1",59032,"ENSMUSG00000039116","Adgrg6","adhesion G protein-coupled receptor G6"
"chr10",15951691,15952062,372,"*","ZF27_neurog2_peak_155",91,".",8.4871,13.4432,9.14962,254,"Distal Intergenic",10,15791777,15807065,15289,1,"77538","ENSMUST00000218833.1",159914,"ENSMUSG00000112227","C330004P14Rik","RIKEN cDNA C330004P14 gene"
"chr10",16052769,16053285,517,"*","ZF27_neurog2_peak_156",151,".",11.3161,19.6192,15.1778,179,"Distal Intergenic",10,15791777,15807065,15289,1,"77538","ENSMUST00000218833.1",260992,"ENSMUSG00000112227","C330004P14Rik","RIKEN cDNA C330004P14 gene"
"chr10",16190923,16191309,387,"*","ZF27_neurog2_peak_157",394,".",21.2178,44.0904,39.4305,318,"Distal Intergenic",10,15791777,15807065,15289,1,"77538","ENSMUST00000218833.1",399146,"ENSMUSG00000112227","C330004P14Rik","RIKEN cDNA C330004P14 gene"
"chr10",22142290,22143019,730,"*","ZF27_neurog2_peak_158",151,".",11.3161,19.6192,15.1778,150,"Intron (ENSMUST00000180726.1/319887, intron 1 of 1)",10,22117362,22148610,31249,2,"319887","ENSMUST00000181677.1",5591,"ENSMUSG00000097327","E030030I06Rik","RIKEN cDNA E030030I06 gene"
"chr10",24088031,24088299,269,"*","ZF27_neurog2_peak_159",27,".",4.95081,6.54091,2.73004,113,"Distal Intergenic",10,24091260,24092294,1035,2,"382348","ENSMUST00000092654.3",3995,"ENSMUSG00000100186","Taar8b","trace amine-associated receptor 8B"
"chr10",27766869,27767225,357,"*","ZF27_neurog2_peak_160",50,".",6.36532,9.16908,5.09929,285,"Intron (ENSMUST00000218501.1/ENSMUST00000218501.1, intron 2 of 2)",10,27422392,27619758,197367,2,"16773","ENSMUST00000188963.1",-147111,"ENSMUSG00000019899","Lama2","laminin, alpha 2"
"chr10",42402810,42403314,505,"*","ZF27_neurog2_peak_161",63,".",7.07258,10.5539,6.39365,325,"Intron (ENSMUST00000151747.7/215951, intron 4 of 10)",10,42313582,42425308,111727,2,"215951","ENSMUST00000149832.1",21994,"ENSMUSG00000038302","Afg1l","AFG1 like ATPase"
"chr10",43259522,43259892,371,"*","ZF27_neurog2_peak_162",38,".",5.65807,7.82968,3.87359,86,"Intron (ENSMUST00000160823.7/71365, intron 1 of 7)",10,43221736,43346116,124381,1,"71365","ENSMUST00000162758.1",37786,"ENSMUSG00000038240","Pdss2","prenyl (solanesyl) diphosphate synthase, subunit 2"
"chr10",45287959,45288272,314,"*","ZF27_neurog2_peak_163",91,".",8.4871,13.4432,9.14962,152,"Promoter (1-2kb)",10,45289305,45318452,29148,1,"78977","ENSMUST00000019994.13",-1033,"ENSMUSG00000019848","Popdc3","popeye domain containing 3"
"chr10",46972548,46972814,267,"*","ZF27_neurog2_peak_164",63,".",7.07258,10.5539,6.39365,70,"Distal Intergenic",10,45837880,45852283,14404,1,"320363","ENSMUST00000215085.1",1134668,"ENSMUSG00000110874","D030045P18Rik","RIKEN cDNA D030045P18 gene"
"chr10",50549310,50549645,336,"*","ZF27_neurog2_peak_165",50,".",6.36532,9.16908,5.09929,43,"Distal Intergenic",10,50592669,50851485,258817,1,"77987","ENSMUST00000035606.9",-43024,"ENSMUSG00000038774","Ascc3","activating signal cointegrator 1 complex subunit 3"
"chr10",57141140,57141464,325,"*","ZF27_neurog2_peak_166",16,".",4.24355,5.30939,1.68841,164,"Intron (ENSMUST00000218944.1/ENSMUST00000218944.1, intron 1 of 3)",10,57478381,57486351,7971,2,"74928","ENSMUST00000180831.2",344887,"ENSMUSG00000097370","4930467K11Rik","RIKEN cDNA 4930467K11 gene"
"chr10",57742372,57742649,278,"*","ZF27_neurog2_peak_167",16,".",4.24355,5.30939,1.68841,139,"Distal Intergenic",10,57727981,57736441,8461,1,"18768","ENSMUST00000176354.1",14391,"ENSMUSG00000019876","Pkib","protein kinase inhibitor beta, cAMP dependent, testis specific"
"chr10",58221661,58222078,418,"*","ZF27_neurog2_peak_168",50,".",6.36532,9.16908,5.09929,184,"Distal Intergenic",10,58230651,58232675,2025,2,"664783","ENSMUST00000176875.3",10597,"ENSMUSG00000075046","Dux","double homeobox"
"chr10",58223670,58224387,718,"*","ZF27_neurog2_peak_169",50,".",6.36532,9.16908,5.09929,623,"Exon (ENSMUST00000204003.1/ENSMUST00000204003.1, exon 1 of 1)",10,58230651,58232675,2025,2,"664783","ENSMUST00000176875.3",8288,"ENSMUSG00000075046","Dux","double homeobox"
"chr10",58224980,58225371,392,"*","ZF27_neurog2_peak_170",27,".",4.95081,6.54091,2.73004,286,"Distal Intergenic",10,58230651,58232675,2025,2,"664783","ENSMUST00000176875.3",7304,"ENSMUSG00000075046","Dux","double homeobox"
"chr10",58228005,58228305,301,"*","ZF27_neurog2_peak_171",50,".",6.36532,9.16908,5.09929,127,"Exon (ENSMUST00000177134.2/ENSMUST00000177134.2, exon 1 of 1)",10,58230651,58232675,2025,2,"664783","ENSMUST00000176875.3",4370,"ENSMUSG00000075046","Dux","double homeobox"
