"seqnames","start","end","width","strand","V4.name","V5.score","V6.strand","V7.signalValue","V8.pValue","V9.qValue","V10.peak","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr1",85339726,85340613,888,"*","ZF11_Nfiabx_peak_253",63,".",5.99823,9.72728,6.34853,692,"Exon (ENSMUST00000161923.1/ENSMUST00000161923.1, exon 2 of 2)",1,85246670,85270566,23897,2,"620078","ENSMUST00000064341.8",-69160,"ENSMUSG00000052477","Sp140l2","Sp140 nuclear body protein like 2"
"chr1",85460298,85460591,294,"*","ZF11_Nfiabx_peak_262",73,".",6.42667,10.7808,7.3344,429,"Distal Intergenic",1,85579357,85584278,4922,2,"109032","ENSMUST00000186740.1",123687,"ENSMUSG00000070034","Sp110","Sp110 nuclear body protein"
"chr1",85488973,85490000,1028,"*","ZF11_Nfiabx_peak_267",115,".",8.14045,15.2565,11.5908,662,"Distal Intergenic",1,85579357,85584278,4922,2,"109032","ENSMUST00000186740.1",94278,"ENSMUSG00000070034","Sp110","Sp110 nuclear body protein"
"chr1",85493224,85493503,280,"*","ZF11_Nfiabx_peak_270",44,".",5.14134,7.71111,4.48386,139,"Distal Intergenic",1,85579357,85584278,4922,2,"109032","ENSMUST00000186740.1",90775,"ENSMUSG00000070034","Sp110","Sp110 nuclear body protein"
"chr1",85525932,85526200,269,"*","ZF11_Nfiabx_peak_277",36,".",4.71289,6.75304,3.61141,48,"Intron (ENSMUST00000161449.1/ENSMUST00000161449.1, intron 1 of 1)",1,85579357,85584278,4922,2,"109032","ENSMUST00000186740.1",58078,"ENSMUSG00000070034","Sp110","Sp110 nuclear body protein"
"chr1",85582910,85583597,688,"*","ZF11_Nfiabx_peak_290",73,".",6.42667,10.7808,7.3344,582,"Promoter (<=1kb)",1,85579357,85584278,4922,2,"109032","ENSMUST00000186740.1",681,"ENSMUSG00000070034","Sp110","Sp110 nuclear body protein"
"chr1",85584246,85586916,2671,"*","ZF11_Nfiabx_peak_291",174,".",10.2827,21.3444,17.4888,2281,"Promoter (<=1kb)",1,85579357,85584278,4922,2,"109032","ENSMUST00000186740.1",0,"ENSMUSG00000070034","Sp110","Sp110 nuclear body protein"
"chr1",85588354,85589238,885,"*","ZF11_Nfiabx_peak_292",150,".",9.42579,18.8507,15.0624,699,"Promoter (<=1kb)",1,85576899,85589191,12293,2,"109032","ENSMUST00000128339.7",0,"ENSMUSG00000070034","Sp110","Sp110 nuclear body protein"
"chr1",85590998,85594020,3023,"*","ZF11_Nfiabx_peak_293",320,".",14.9956,36.1965,32.0834,2437,"Promoter (1-2kb)",1,85576899,85589191,12293,2,"109032","ENSMUST00000128339.7",-1807,"ENSMUSG00000070034","Sp110","Sp110 nuclear body protein"
"chr1",85594852,85596851,2000,"*","ZF11_Nfiabx_peak_294",199,".",11.1396,23.9088,19.9918,1779,"Promoter (1-2kb)",1,85576903,85598749,21847,2,"109032","ENSMUST00000131950.7",1898,"ENSMUSG00000070034","Sp110","Sp110 nuclear body protein"
"chr1",85604267,85605720,1454,"*","ZF11_Nfiabx_peak_296",238,".",12.4249,27.8764,23.8827,215,"Exon (ENSMUST00000161763.1/ENSMUST00000161763.1, exon 3 of 3)",1,85600703,85645037,44335,1,"434484","ENSMUST00000080204.10",3564,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",85608700,85610907,2208,"*","ZF11_Nfiabx_peak_299",199,".",11.1396,23.9088,19.9918,355,"Promoter (<=1kb)",1,85610833,85630539,19707,1,"434484","ENSMUST00000162925.1",0,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",85617480,85618241,762,"*","ZF11_Nfiabx_peak_301",138,".",8.99734,17.6322,13.8819,228,"Intron (ENSMUST00000080204.10/434484, intron 5 of 16)",1,85610833,85630539,19707,1,"434484","ENSMUST00000162925.1",6647,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",85620679,85622364,1686,"*","ZF11_Nfiabx_peak_303",212,".",11.568,25.2158,21.2721,1146,"Exon (ENSMUST00000080204.10/434484, exon 7 of 17)",1,85610833,85630539,19707,1,"434484","ENSMUST00000162925.1",9846,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",85623212,85625946,2735,"*","ZF11_Nfiabx_peak_304",392,".",17.1378,43.4701,39.2842,2015,"Intron (ENSMUST00000080204.10/434484, intron 7 of 16)",1,85632478,85644942,12465,1,"434484","ENSMUST00000161497.1",-6532,"ENSMUSG00000070031","Sp140","Sp140 nuclear body protein"
"chr1",86032190,86032694,505,"*","ZF11_Nfiabx_peak_314",83,".",6.85512,11.8621,8.35364,384,"Distal Intergenic",1,86022105,86029264,7160,1,"70060","ENSMUST00000131151.2",10085,"ENSMUSG00000026226","Spata3","spermatogenesis associated 3"
"chr1",86053132,86053754,623,"*","ZF11_Nfiabx_peak_315",94,".",7.28356,12.9693,9.40496,243,"3' UTR",1,86045863,86055456,9594,1,"72792","ENSMUST00000165824.2",7269,"ENSMUSG00000026227","2810459M11Rik","RIKEN cDNA 2810459M11 gene"
"chr1",86064399,86064618,220,"*","ZF11_Nfiabx_peak_316",73,".",6.42667,10.7808,7.3344,119,"Promoter (<=1kb)",1,86064619,86132749,68131,1,"70247","ENSMUST00000139715.7",-1,"ENSMUSG00000026229","Psmd1","proteasome (prosome, macropain) 26S subunit, non-ATPase, 1"
"chr1",86359097,86359626,530,"*","ZF11_Nfiabx_peak_317",115,".",8.14045,15.2565,11.5908,331,"Promoter (<=1kb)",1,86344719,86359400,14682,2,"17975","ENSMUST00000027438.7",0,"ENSMUSG00000026234","Ncl","nucleolin"
"chr1",86434181,86435023,843,"*","ZF11_Nfiabx_peak_318",252,".",12.8533,29.229,25.213,784,"Distal Intergenic",1,86426329,86428052,1724,1,"71863","ENSMUST00000046004.5",7852,"ENSMUSG00000036574","Tex44","testis expressed 44"
"chr1",86487409,86487917,509,"*","ZF11_Nfiabx_peak_320",150,".",9.42579,18.8507,15.0624,94,"Distal Intergenic",1,86526726,86530712,3987,1,"19231","ENSMUST00000045897.14",-38809,"ENSMUSG00000026238","Ptma","prothymosin alpha"
"chr1",86525356,86526809,1454,"*","ZF11_Nfiabx_peak_322",252,".",12.8533,29.229,25.213,1175,"Promoter (<=1kb)",1,86526726,86530712,3987,1,"19231","ENSMUST00000045897.14",0,"ENSMUSG00000026238","Ptma","prothymosin alpha"
"chr1",87270464,87271066,603,"*","ZF11_Nfiabx_peak_324",44,".",5.14134,7.71111,4.48386,89,"Intron (ENSMUST00000118687.7/98363, intron 1 of 4)",1,87264363,87310839,46477,1,"98363","ENSMUST00000027472.6",6101,"ENSMUSG00000026255","Efhd1","EF hand domain containing 1"
"chr1",88134331,88134792,462,"*","ZF11_Nfiabx_peak_326",44,".",5.14134,7.71111,4.48386,374,"Promoter (<=1kb)",1,88134809,88218997,84189,1,"94284","ENSMUST00000113134.7",-17,"ENSMUSG00000054545","Ugt1a6a","UDP glucuronosyltransferase 1 family, polypeptide A6A"
"chr1",88220666,88221367,702,"*","ZF11_Nfiabx_peak_330",94,".",7.28356,12.9693,9.40496,672,"Distal Intergenic",1,88226986,88233461,6476,1,"100040766","ENSMUST00000148474.1",-5619,"ENSMUSG00000079429","Mroh2a","maestro heat-like repeat family member 2A"
"chr1",88233552,88234618,1067,"*","ZF11_Nfiabx_peak_336",63,".",5.99823,9.72728,6.34853,632,"Exon (ENSMUST00000061013.12/100040766, exon 8 of 43)",1,88238108,88240937,2830,1,"100040766","ENSMUST00000142632.1",-3490,"ENSMUSG00000079429","Mroh2a","maestro heat-like repeat family member 2A"
"chr1",88250256,88250863,608,"*","ZF11_Nfiabx_peak_346",94,".",7.28356,12.9693,9.40496,364,"Exon (ENSMUST00000061013.12/100040766, exon 30 of 43)",1,88257758,88260169,2412,1,"100040766","ENSMUST00000135948.1",-6895,"ENSMUSG00000079429","Mroh2a","maestro heat-like repeat family member 2A"
"chr1",88252900,88253583,684,"*","ZF11_Nfiabx_peak_347",44,".",5.14134,7.71111,4.48386,795,"Intron (ENSMUST00000061013.12/100040766, intron 32 of 42)",1,88257758,88260169,2412,1,"100040766","ENSMUST00000135948.1",-4175,"ENSMUSG00000079429","Mroh2a","maestro heat-like repeat family member 2A"
"chr1",88258075,88258731,657,"*","ZF11_Nfiabx_peak_349",63,".",5.99823,9.72728,6.34853,401,"Promoter (<=1kb)",1,88257758,88260169,2412,1,"100040766","ENSMUST00000135948.1",317,"ENSMUSG00000079429","Mroh2a","maestro heat-like repeat family member 2A"
"chr1",88276401,88278247,1847,"*","ZF11_Nfiabx_peak_359",576,".",22.2791,61.9664,57.65,1069,"Promoter (<=1kb)",1,88277661,88308073,30413,1,"171382","ENSMUST00000148138.7",0,"ENSMUSG00000036251","Trpm8","transient receptor potential cation channel, subfamily M, member 8"
"chr1",88288355,88288549,195,"*","ZF11_Nfiabx_peak_362",44,".",5.14134,7.71111,4.48386,153,"Intron (ENSMUST00000148138.7/171382, intron 1 of 5)",1,88277661,88308073,30413,1,"171382","ENSMUST00000148138.7",10694,"ENSMUSG00000036251","Trpm8","transient receptor potential cation channel, subfamily M, member 8"
"chr1",91209443,91210237,795,"*","ZF11_Nfiabx_peak_372",437,".",18.4231,47.9651,43.7418,439,"Intron (ENSMUST00000097648.5/51801, intron 2 of 2)",1,91180046,91225196,45151,1,"51801","ENSMUST00000097648.5",29397,"ENSMUSG00000034353","Ramp1","receptor (calcitonin) activity modifying protein 1"
"chr1",91436024,91436697,674,"*","ZF11_Nfiabx_peak_374",44,".",5.14134,7.71111,4.48386,238,"Intron (ENSMUST00000069620.9/18627, intron 9 of 22)",1,91447722,91449865,2144,2,"18627","ENSMUST00000185298.1",13168,"ENSMUSG00000055866","Per2","period circadian clock 2"
"chr1",92100170,92101002,833,"*","ZF11_Nfiabx_peak_376",320,".",14.9956,36.1965,32.0834,444,"Intron (ENSMUST00000097644.8/208727, intron 2 of 26)",1,92029966,92113331,83366,2,"208727","ENSMUST00000185341.6",12329,"ENSMUSG00000026313","Hdac4","histone deacetylase 4"
"chr1",92130630,92130885,256,"*","ZF11_Nfiabx_peak_377",53,".",5.56978,8.70334,5.39692,131,"Intron (ENSMUST00000097644.8/208727, intron 2 of 26)",1,92030050,92113331,83282,2,"208727","ENSMUST00000187622.1",-17299,"ENSMUSG00000026313","Hdac4","histone deacetylase 4"
"chr1",92180306,92180931,626,"*","ZF11_Nfiabx_peak_378",789,".",27.8489,83.3512,78.9571,395,"Promoter (<=1kb)",1,91928779,92180341,251563,2,"208727","ENSMUST00000097644.8",0,"ENSMUSG00000026313","Hdac4","histone deacetylase 4"
"chr1",92437052,92438407,1356,"*","ZF11_Nfiabx_peak_379",150,".",9.42579,18.8507,15.0624,980,"Distal Intergenic",1,92439842,92460717,20876,2,"67273","ENSMUST00000153897.1",22310,"ENSMUSG00000026260","Ndufa10","NADH:ubiquinone oxidoreductase subunit A10"
"chr1",93079683,93080096,414,"*","ZF11_Nfiabx_peak_382",63,".",5.99823,9.72728,6.34853,117,"Promoter (2-3kb)",1,93018457,93082421,63965,2,"16560","ENSMUST00000086819.11",2325,"ENSMUSG00000014602","Kif1a","kinesin family member 1A"
"chr1",93184123,93184459,337,"*","ZF11_Nfiabx_peak_383",94,".",7.28356,12.9693,9.40496,138,"Intron (ENSMUST00000138595.2/381284, intron 4 of 31)",1,93168725,93231072,62348,1,"381284","ENSMUST00000138595.2",15398,"ENSMUSG00000084989","Crocc2","ciliary rootlet coiled-coil, rootletin family member 2"
"chr1",93207552,93207980,429,"*","ZF11_Nfiabx_peak_384",94,".",7.28356,12.9693,9.40496,191,"Intron (ENSMUST00000138595.2/381284, intron 20 of 31)",1,93235841,93301065,65225,1,"208777","ENSMUST00000062202.13",-27861,"ENSMUSG00000047793","Sned1","sushi, nidogen and EGF-like domains 1"
"chr1",93478153,93479219,1067,"*","ZF11_Nfiabx_peak_386",422,".",17.9947,46.4565,42.2446,463,"Promoter (<=1kb)",1,93405940,93478801,72862,2,"110611","ENSMUST00000170883.7",0,"ENSMUSG00000034088","Hdlbp","high density lipoprotein (HDL) binding protein"
"chr1",93635875,93636150,276,"*","ZF11_Nfiabx_peak_387",63,".",5.99823,9.72728,6.34853,144,"Promoter (<=1kb)",1,93619751,93635722,15972,2,"59041","ENSMUST00000027498.13",-153,"ENSMUSG00000026277","Stk25","serine/threonine kinase 25 (yeast)"
"chr1",93803871,93804287,417,"*","ZF11_Nfiabx_peak_388",27,".",4.28445,5.832,2.78434,100,"Promoter (<=1kb)",1,93803965,93822095,18131,1,"66262","ENSMUST00000027505.12",0,"ENSMUSG00000026283","Ing5","inhibitor of growth family, member 5"
"chr1",97660682,97661027,346,"*","ZF11_Nfiabx_peak_390",53,".",5.56978,8.70334,5.39692,41,"Promoter (<=1kb)",1,97643903,97661676,17774,2,"52392","ENSMUST00000153115.7",649,"ENSMUSG00000044768","Macir","macrophage immunometabolism regulator"
"chr1",100180097,100180425,329,"*","ZF11_Nfiabx_peak_391",3854,".",93.401,389.967,385.431,101,"Intron (ENSMUST00000086738.9/241175, intron 10 of 23)",1,100252629,100369839,117211,1,"241175","ENSMUST00000185484.1",-72204,"ENSMUSG00000067028","Cntnap5b","contactin associated protein-like 5B"
"chr1",103767257,103767644,388,"*","ZF11_Nfiabx_peak_393",36,".",4.71289,6.75304,3.61141,126,"Distal Intergenic",1,104768529,104995481,226953,1,"23836","ENSMUST00000062528.8",-1000885,"ENSMUSG00000050840","Cdh20","cadherin 20"
"chr1",105990273,105990613,341,"*","ZF11_Nfiabx_peak_394",212,".",11.568,25.2158,21.2721,207,"Promoter (<=1kb)",1,105990406,106034074,43669,1,"227449","ENSMUST00000118196.7",0,"ENSMUSG00000038866","Zcchc2","zinc finger, CCHC domain containing 2"
"chr1",106155278,106155522,245,"*","ZF11_Nfiabx_peak_395",73,".",6.42667,10.7808,7.3344,169,"Intron (ENSMUST00000190105.1/626049, intron 2 of 2)",1,106152625,106171524,18900,2,"626049","ENSMUST00000190105.1",16002,"ENSMUSG00000101583","Gm20753","predicted gene, 20753"
"chr1",106171101,106171749,649,"*","ZF11_Nfiabx_peak_396",115,".",8.14045,15.2565,11.5908,607,"Promoter (<=1kb)",1,106152625,106171524,18900,2,"626049","ENSMUST00000190105.1",0,"ENSMUSG00000101583","Gm20753","predicted gene, 20753"
"chr1",111864216,111865137,922,"*","ZF11_Nfiabx_peak_400",94,".",7.28356,12.9693,9.40496,720,"Promoter (<=1kb)",1,111858702,111864768,6067,2,"319901","ENSMUST00000186365.1",0,"ENSMUSG00000038702","Dsel","dermatan sulfate epimerase-like"
"chr1",118388939,118389323,385,"*","ZF11_Nfiabx_peak_402",279,".",13.7102,31.9764,27.9182,209,"Promoter (<=1kb)",1,118389058,118609432,220375,1,"76707","ENSMUST00000049404.12",0,"ENSMUSG00000064302","Clasp1","CLIP associating protein 1"
"chr1",118910744,118911384,641,"*","ZF11_Nfiabx_peak_405",199,".",11.1396,23.9088,19.9918,238,"Intron (ENSMUST00000062483.14/14633, intron 2 of 13)",1,118954220,118954300,81,1,"102465176","ENSMUST00000183982.1",-42836,"ENSMUSG00000098273","Mir6346","microRNA 6346"
"chr1",119033648,119034328,681,"*","ZF11_Nfiabx_peak_406",53,".",5.56978,8.70334,5.39692,209,"Intron (ENSMUST00000062483.14/14633, intron 1 of 13)",1,118848460,119053339,204880,2,"14633","ENSMUST00000159839.7",19011,"ENSMUSG00000048402","Gli2","GLI-Kruppel family member GLI2"
"chr1",119049730,119050430,701,"*","ZF11_Nfiabx_peak_407",127,".",8.5689,16.4338,12.7248,417,"Promoter (2-3kb)",1,118848460,119053339,204880,2,"14633","ENSMUST00000159839.7",2909,"ENSMUSG00000048402","Gli2","GLI-Kruppel family member GLI2"
"chr1",120008107,120008371,265,"*","ZF11_Nfiabx_peak_414",73,".",6.42667,10.7808,7.3344,174,"Promoter (1-2kb)",1,120007034,120063534,56501,1,"319229","ENSMUST00000189037.1",1073,"ENSMUSG00000026387","Sctr","secretin receptor"
"chr1",120115548,120116434,887,"*","ZF11_Nfiabx_peak_415",279,".",13.7102,31.9764,27.9182,536,"3' UTR",1,120113337,120120138,6802,2,"13167","ENSMUST00000112648.7",3704,"ENSMUSG00000026385","Dbi","diazepam binding inhibitor"
"chr1",120120217,120121225,1009,"*","ZF11_Nfiabx_peak_416",53,".",5.56978,8.70334,5.39692,978,"Promoter (<=1kb)",1,120113280,120121078,7799,2,"13167","ENSMUST00000027634.12",0,"ENSMUSG00000026385","Dbi","diazepam binding inhibitor"
"chr1",120248096,120248575,480,"*","ZF11_Nfiabx_peak_418",73,".",6.42667,10.7808,7.3344,414,"Intron (ENSMUST00000140490.7/68428, intron 1 of 4)",1,120190757,120265255,74499,2,"68428","ENSMUST00000140490.7",16680,"ENSMUSG00000026389","Steap3","STEAP family member 3"
"chr1",120265036,120265525,490,"*","ZF11_Nfiabx_peak_419",63,".",5.99823,9.72728,6.34853,174,"Promoter (<=1kb)",1,120190757,120265255,74499,2,"68428","ENSMUST00000140490.7",0,"ENSMUSG00000026389","Steap3","STEAP family member 3"
"chr1",121086963,121087467,505,"*","ZF11_Nfiabx_peak_420",73,".",6.42667,10.7808,7.3344,340,"Promoter (<=1kb)",1,121087405,121120956,33552,1,"98452","ENSMUST00000181433.7",0,"ENSMUSG00000097881","Celrr","cerebellum expressed regulatory RNA"
"chr1",125435877,125436159,283,"*","ZF11_Nfiabx_peak_421",36,".",4.71289,6.75304,3.61141,123,"Promoter (<=1kb)",1,125405880,125435727,29848,2,"74117","ENSMUST00000188497.6",-150,"ENSMUSG00000026341","Actr3","ARP3 actin-related protein 3"
"chr1",125560480,125561150,671,"*","ZF11_Nfiabx_peak_422",265,".",13.2818,30.5958,26.5588,256,"Promoter (<=1kb)",1,125560595,125568573,7979,1,"74150","ENSMUST00000190037.6",0,"ENSMUSG00000026342","Slc35f5","solute carrier family 35, member F5"
"chr1",126683539,126684688,1150,"*","ZF11_Nfiabx_peak_423",608,".",23.136,65.1732,60.8404,566,"Intron (ENSMUST00000094609.9/210356, intron 2 of 12)",1,126525039,126738190,213152,2,"210356","ENSMUST00000162664.7",53502,"ENSMUSG00000049690","Nckap5","NCK-associated protein 5"
"chr1",126830362,126830783,422,"*","ZF11_Nfiabx_peak_424",115,".",8.14045,15.2565,11.5908,230,"Promoter (<=1kb)",1,125913637,126830632,916996,2,"210356","ENSMUST00000094609.9",0,"ENSMUSG00000049690","Nckap5","NCK-associated protein 5"
"chr1",127773916,127774453,538,"*","ZF11_Nfiabx_peak_426",63,".",5.99823,9.72728,6.34853,92,"Promoter (<=1kb)",1,127753616,127774054,20439,2,"100502745","ENSMUST00000188163.1",0,"ENSMUSG00000102014","2900009J06Rik","RIKEN cDNA 2900009J06 gene"
"chr1",128102571,128103522,952,"*","ZF11_Nfiabx_peak_427",378,".",16.7093,41.9929,37.8207,383,"Promoter (<=1kb)",1,127954670,128103001,148332,2,"226409","ENSMUST00000112538.3",0,"ENSMUSG00000036086","Zranb3","zinc finger, RAN-binding domain containing 3"
"chr1",128561448,128561687,240,"*","ZF11_Nfiabx_peak_428",44,".",5.14134,7.71111,4.48386,188,"Distal Intergenic",1,128588199,128592290,4092,2,"12767","ENSMUST00000052172.6",30603,"ENSMUSG00000045382","Cxcr4","C-X-C motif chemokine receptor 4"
"chr1",130715746,130716361,616,"*","ZF11_Nfiabx_peak_430",73,".",6.42667,10.7808,7.3344,134,"Promoter (<=1kb)",1,130670209,130715799,45591,2,"18640","ENSMUST00000188520.1",0,"ENSMUSG00000026409","Pfkfb2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
"chr1",130717500,130717781,282,"*","ZF11_Nfiabx_peak_431",53,".",5.56978,8.70334,5.39692,362,"Promoter (<=1kb)",1,130717327,130724358,7032,1,"226418","ENSMUST00000049813.5",173,"ENSMUSG00000046404","Yod1","YOD1 deubiquitinase"
"chr1",131827710,131828452,743,"*","ZF11_Nfiabx_peak_434",27,".",4.28445,5.832,2.78434,367,"Promoter (<=1kb)",1,131827977,131848865,20889,1,"98396","ENSMUST00000086559.6",0,"ENSMUSG00000013275","Slc41a1","solute carrier family 41, member 1"
"chr1",132364880,132365136,257,"*","ZF11_Nfiabx_peak_437",44,".",5.14134,7.71111,4.48386,153,"Promoter (<=1kb)",1,132361026,132364948,3923,2,"68875","ENSMUST00000125439.1",0,"ENSMUSG00000042066","Tmcc2","transmembrane and coiled-coil domains 2"
"chr1",132640277,132640653,377,"*","ZF11_Nfiabx_peak_438",63,".",5.99823,9.72728,6.34853,270,"Intron (ENSMUST00000094569.10/269116, intron 3 of 29)",1,132570423,132637091,66669,2,"269116","ENSMUST00000186389.6",-3186,"ENSMUSG00000026442","Nfasc","neurofascin"
"chr1",132939109,132939612,504,"*","ZF11_Nfiabx_peak_440",73,".",6.42667,10.7808,7.3344,207,"3' UTR",1,132880355,132937150,56796,1,"16980","ENSMUST00000159088.1",58754,"ENSMUSG00000026443","Lrrn2","leucine rich repeat protein 2, neuronal"
"chr1",133434482,133434847,366,"*","ZF11_Nfiabx_peak_442",27,".",4.28445,5.832,2.78434,156,"Distal Intergenic",1,133382303,133424377,42075,2,"20668","ENSMUST00000153799.7",-10105,"ENSMUSG00000070643","Sox13","SRY (sex determining region Y)-box 13"
"chr1",133594559,133595944,1386,"*","ZF11_Nfiabx_peak_443",199,".",11.1396,23.9088,19.9918,960,"Distal Intergenic",1,133606523,133609925,3403,2,"20643","ENSMUST00000171264.1",13981,"ENSMUSG00000090553","Snrpe","small nuclear ribonucleoprotein E"
"chr1",133596493,133596883,391,"*","ZF11_Nfiabx_peak_444",187,".",10.7111,22.6181,18.732,348,"Distal Intergenic",1,133606523,133609925,3403,2,"20643","ENSMUST00000171264.1",13042,"ENSMUSG00000090553","Snrpe","small nuclear ribonucleoprotein E"
"chr1",134062838,134063846,1009,"*","ZF11_Nfiabx_peak_445",104,".",7.71201,14.1013,10.4844,222,"Distal Intergenic",1,134075170,134079120,3951,2,"12227","ENSMUST00000020692.6",15274,"ENSMUSG00000020423","Btg2","BTG anti-proliferation factor 2"
"chr1",134232928,134233523,596,"*","ZF11_Nfiabx_peak_446",83,".",6.85512,11.8621,8.35364,602,"Promoter (1-2kb)",1,134199223,134234578,35356,2,"11539","ENSMUST00000169927.1",1055,"ENSMUSG00000042429","Adora1","adenosine A1 receptor"
"chr1",134494666,134494929,264,"*","ZF11_Nfiabx_peak_447",44,".",5.14134,7.71111,4.48386,143,"Promoter (<=1kb)",1,134494648,134508774,14127,1,"98710","ENSMUST00000047978.8",18,"ENSMUSG00000042229","Rabif","RAB interacting factor"
"chr1",134530339,134530999,661,"*","ZF11_Nfiabx_peak_448",73,".",6.42667,10.7808,7.3344,482,"Distal Intergenic",1,134540955,134546950,5996,2,"71001","ENSMUST00000185836.1",15951,"ENSMUSG00000046367","Mgat4e","MGAT4 family, member E"
"chr1",134998090,134998320,231,"*","ZF11_Nfiabx_peak_450",73,".",6.42667,10.7808,7.3344,151,"Exon (ENSMUST00000044828.13/329252, exon 13 of 18)",1,134986355,135017779,31425,2,"329252","ENSMUST00000137968.7",19459,"ENSMUSG00000042793","Lgr6","leucine-rich repeat-containing G protein-coupled receptor 6"
"chr1",135154623,135155011,389,"*","ZF11_Nfiabx_peak_451",138,".",8.99734,17.6322,13.8819,227,"Promoter (<=1kb)",1,135154182,135155328,1147,1,"68724","ENSMUST00000141177.1",441,"ENSMUSG00000026426","Arl8a","ADP-ribosylation factor-like 8A"
"chr1",135158545,135159764,1220,"*","ZF11_Nfiabx_peak_452",640,".",23.9929,68.4118,64.0635,628,"Distal Intergenic",1,135154182,135155328,1147,1,"68724","ENSMUST00000141177.1",4363,"ENSMUSG00000026426","Arl8a","ADP-ribosylation factor-like 8A"
"chr1",135162621,135163176,556,"*","ZF11_Nfiabx_peak_454",150,".",9.42579,18.8507,15.0624,164,"Intron (ENSMUST00000027682.8/171469, intron 1 of 1)",1,135160234,135167681,7448,2,"171469","ENSMUST00000027682.8",4505,"ENSMUSG00000026424","Gpr37l1","G protein-coupled receptor 37-like 1"
"chr1",135375000,135375646,647,"*","ZF11_Nfiabx_peak_458",320,".",14.9956,36.1965,32.0834,290,"Promoter (<=1kb)",1,135371057,135375237,4181,2,"77552","ENSMUST00000041240.3",0,"ENSMUSG00000041889","Shisa4","shisa family member 4"
